1,17.0562385128255,1,1,
2,16.4472423737928,1,1,
3,12.8860083502325,1,1,
4,15.2024968526488,1,1,
5,17.8836353797025,1,1,
6,18.1693829021005,1,1,
7,13.3757714737115,1,1,
8,15.9089719475874,1,1,
9,12.1199819548907,1,1,
10,16.230564817628,1,1,
11,20.3053385092614,1,1,
12,19.267344524082,1,1,
13,16.2852993319438,1,1,
14,19.9623341102402,1,1,
15,19.2241703851515,1,1,
16,17.2680417994875,1,1,
17,14.1351684315429,1,1,
18,16.4145488459983,1,1,
19,19.7765637862822,1,1,
20,18.4489355745098,1,1,
21,25.2110680898394,1,2,
22,20.4441394854914,1,2,
23,24.9754021863747,1,2,
24,20.6428164242695,1,2,
25,23.2044059354073,1,2,
26,25.8790153345359,1,2,
27,24.9373337088362,1,2,
28,24.3835235198469,1,2,
29,26.6947169813256,1,2,
30,26.2386584096926,1,2,
31,21.4387786365626,1,2,
32,26.7661618017739,1,2,
33,29.9056990215736,1,2,
34,27.5547778799709,1,2,
35,22.8601692649872,1,2,
36,22.6934569129189,1,2,
37,28.0862616858198,1,2,
38,21.7227397387209,1,2,
39,26.026367971283,1,2,
40,25.045311034366,1,2,
41,40.2596541983215,1,3,
42,34.7123653599061,1,3,
43,34.5140123949967,1,3,
44,39.5034217092654,1,3,
45,34.0970440397203,1,3,
46,36.9135539935724,1,3,
47,37.6975754577262,1,3,
48,36.0963739554875,1,3,
49,34.967156250552,1,3,
50,38.9656829087057,1,3,
51,35.7980873589048,1,3,
52,35.9963303047799,1,3,
53,41.1038618595759,1,3,
54,43.4133013109504,1,3,
55,38.5174577935871,1,3,
56,39.3590271527175,1,3,
57,34.2933641674641,1,3,
58,38.598690976985,1,3,
59,35.0623172393524,1,3,
60,37.8729624652893,1,3,
61,22.0562385128255,2,1,
62,21.4472423737928,2,1,
63,17.8860083502325,2,1,
64,20.2024968526488,2,1,
65,22.8836353797025,2,1,
66,23.1693829021005,2,1,
67,18.3757714737115,2,1,
68,20.9089719475874,2,1,
69,17.1199819548907,2,1,
70,21.230564817628,2,1,
71,25.3053385092614,2,1,
72,24.267344524082,2,1,
73,21.2852993319438,2,1,
74,24.9623341102402,2,1,
75,24.2241703851515,2,1,
76,22.2680417994875,2,1,
77,19.1351684315429,2,1,
78,21.4145488459983,2,1,
79,24.7765637862822,2,1,
80,23.4489355745098,2,1,
81,30.2110680898394,2,2,
82,25.4441394854914,2,2,
83,29.9754021863747,2,2,
84,25.6428164242695,2,2,
85,28.2044059354073,2,2,
86,30.8790153345359,2,2,
87,29.9373337088362,2,2,
88,29.3835235198469,2,2,
89,31.6947169813256,2,2,
90,31.2386584096926,2,2,
91,26.4387786365626,2,2,
92,31.7661618017739,2,2,
93,34.9056990215736,2,2,
94,32.5547778799709,2,2,
95,27.8601692649872,2,2,
96,27.6934569129189,2,2,
97,33.0862616858198,2,2,
98,26.7227397387209,2,2,
99,31.026367971283,2,2,
100,30.045311034366,2,2,
101,45.2596541983215,2,3,
102,39.7123653599061,2,3,
103,39.5140123949967,2,3,
104,44.5034217092654,2,3,
105,39.0970440397203,2,3,
106,41.9135539935724,2,3,
107,42.6975754577262,2,3,
108,41.0963739554875,2,3,
109,39.967156250552,2,3,
110,43.9656829087057,2,3,
111,40.7980873589048,2,3,
112,40.9963303047799,2,3,
113,46.1038618595759,2,3,
114,48.4133013109504,2,3,
115,43.5174577935871,2,3,
116,44.3590271527175,2,3,
117,39.2933641674641,2,3,
118,43.598690976985,2,3,
119,40.0623172393524,2,3,
120,42.8729624652893,2,3,
